account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,usage_count,ticket_count,is_churned,tenure_days
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,S-15afd8,2024-12-18,,Enterprise,93,18507,222084,False,False,False,False,annual,True,,,,,,,,,475,1.0,0,178
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,S-2ccc04,2024-10-18,,Enterprise,11,2189,26268,False,False,False,False,monthly,True,,,,,,,,,185,2.0,0,178
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,False,S-522aef,2024-08-22,,Pro,4,196,2352,False,False,False,False,annual,True,C-cc0058,2024-10-20,unknown,0.0,False,False,False,too expensive,672,3.0,1,106
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,S-9a065e,2024-11-24,,Pro,25,1225,14700,False,False,False,False,monthly,True,,,,,,,,,714,4.0,0,177
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,S-ce9977,2024-08-02,,Enterprise,53,0,0,True,True,False,False,monthly,True,C-d85c26,2024-10-04,pricing,0.0,False,False,True,too expensive,411,3.0,1,87
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,S-10f143,2024-08-13,,Basic,8,152,1824,False,False,False,False,monthly,True,,,,,,,,,924,4.0,0,175
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69,False,False,S-bd5207,2024-12-05,,Basic,69,1311,15732,False,False,False,False,annual,True,C-8153b7,2024-12-19,features,0.0,False,True,False,missing features,205,7.0,1,162
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,S-0a19d1,2024-10-21,,Enterprise,21,4179,50148,False,False,False,False,annual,False,,,,,,,,,692,5.0,0,174
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,False,S-d56a2c,2024-10-29,,Pro,35,0,0,True,False,False,False,annual,True,C-ee531b,2024-09-22,budget,0.0,False,False,False,,92,6.0,1,72
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,2,False,False,S-14b7f3,2024-08-09,,Basic,5,95,1140,False,False,False,False,monthly,True,C-a761a8,2024-09-12,unknown,0.0,False,True,True,too expensive,276,7.0,1,62
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,S-22e21a,2024-09-18,,Enterprise,38,7562,90744,False,False,False,False,annual,True,,,,,,,,,294,3.0,0,169
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Pro,3,False,False,S-c84ce4,2024-11-06,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,,,,,,,,,394,7.0,0,167
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,S-658bcb,2024-08-14,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,C-47694c,2024-10-23,budget,59.52,False,False,False,,765,3.0,1,97
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,S-f497df,2024-12-21,,Basic,71,1349,16188,False,False,False,False,annual,True,C-1dce6d,2024-12-16,budget,0.0,False,False,False,too expensive,574,5.0,1,151
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,S-050a91,2024-08-06,,Basic,45,855,10260,False,False,False,False,annual,True,,,,,,,,,481,4.0,0,164
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,S-71d31c,2024-12-16,,Basic,37,0,0,True,False,False,False,annual,False,,,,,,,,,653,4.0,0,163
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,S-ac4799,2024-10-14,2024-10-20,Enterprise,26,0,0,True,True,False,True,monthly,True,C-67d3e1,2024-08-12,support,0.0,True,False,False,,363,5.0,1,17
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,8,False,False,S-1bf267,2024-11-13,,Basic,28,532,6384,False,False,False,False,annual,True,,,,,,,,,337,9.0,0,156
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False,S-8eb955,2024-08-09,,Basic,46,874,10488,False,False,False,False,monthly,True,C-2886ac,2024-11-25,competitor,0.0,False,False,False,missing features,635,7.0,1,119
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,S-3b29ea,2024-11-26,,Basic,13,247,2964,False,False,False,False,monthly,False,C-816288,2024-10-27,pricing,4.03,False,False,False,switched to competitor,708,4.0,1,90
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Enterprise,53,False,False,S-868325,2024-08-02,,Basic,53,1007,12084,False,False,False,False,monthly,True,C-62e7a3,2024-10-20,features,83.94,False,False,False,,634,3.0,1,81
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,False,S-8985d3,2024-12-02,,Basic,26,494,5928,False,False,False,False,monthly,False,C-1e0b1a,2024-08-11,competitor,84.75,False,False,False,switched to competitor,490,3.0,1,11
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70,True,False,S-f50851,2024-11-07,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,C-9c4603,2024-09-21,support,7.6,False,False,False,switched to competitor,363,3.0,1,52
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,3,True,False,S-1109d6,2024-08-11,,Enterprise,3,597,7164,False,False,True,False,annual,True,,,,,,,,,317,0.0,0,149
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,S-6e0006,2024-09-18,,Basic,22,418,5016,False,False,False,False,monthly,True,,,,,,,,,171,1.0,0,148
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,S-0d0202,2024-09-04,2024-09-16,Enterprise,50,9950,119400,False,False,False,True,annual,True,,,,,,,,,334,3.0,0,148
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,S-3ae2dd,2024-08-05,,Basic,57,0,0,True,False,False,False,annual,True,C-dd4207,2024-08-05,competitor,47.17,False,False,False,missing features,624,3.0,1,0
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,S-ccd045,2024-08-17,,Enterprise,10,1990,23880,False,False,False,False,monthly,True,,,,,,,,,347,1.0,0,145
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Basic,14,False,False,S-f3e5f9,2024-12-09,,Pro,26,1274,15288,False,False,False,False,monthly,True,C-ad8b54,2024-09-13,support,0.0,True,False,False,,788,5.0,1,34
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,S-a8ae52,2024-10-10,,Enterprise,26,0,0,True,False,True,False,annual,False,C-66d447,2024-09-13,support,17.34,False,False,False,missing features,681,5.0,1,33
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,8,False,True,S-947b62,2024-12-25,,Enterprise,16,3184,38208,False,False,False,False,annual,False,C-3018d4,2024-10-19,unknown,1.85,True,False,False,too expensive,550,8.0,1,65
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,S-b2238e,2024-11-16,,Basic,24,456,5472,False,False,False,False,monthly,True,C-6b9663,2024-12-11,unknown,0.0,False,False,False,missing features,438,5.0,1,116
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Pro,6,False,False,S-7b647e,2024-09-03,,Enterprise,10,1990,23880,False,False,True,False,monthly,True,,,,,,,,,344,1.0,0,133
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Pro,22,False,False,S-a01aad,2024-10-14,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,C-a860c5,2024-12-25,pricing,0.0,False,False,False,,183,2.0,1,127
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Enterprise,3,False,True,S-e052d8,2024-10-26,,Pro,25,0,0,True,False,False,False,annual,True,C-860574,2024-10-11,budget,0.0,False,False,True,switched to competitor,687,3.0,1,52
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,S-c9b0cc,2024-10-11,,Enterprise,38,7562,90744,False,False,False,False,monthly,True,C-13f833,2024-09-05,budget,0.0,False,False,False,missing features,477,2.0,1,15
A-427b69,Company_453,FinTech,US,2024-08-23,other,Basic,17,False,False,S-33deb8,2024-11-30,,Pro,17,833,9996,False,False,False,False,annual,True,,,,,,,,,698,2.0,0,130
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,S-c20518,2024-10-14,,Enterprise,5,995,11940,False,False,False,False,monthly,True,C-9a1ccc,2024-11-14,pricing,0.0,False,False,False,,174,2.0,1,82
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,S-58a152,2024-12-03,,Enterprise,15,2985,35820,False,False,False,False,monthly,False,C-92f5cb,2024-08-29,support,0.0,False,False,False,missing features,404,4.0,1,5
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,False,False,S-731ee3,2024-11-09,2024-12-07,Enterprise,14,2786,33432,False,False,False,True,annual,True,,,,,,,,,493,3.0,0,128
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,S-9b2c95,2024-11-24,2024-12-05,Pro,29,0,0,True,False,False,True,annual,True,,,,,,,,,629,2.0,0,127
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,S-55d53c,2024-12-08,,Basic,19,361,4332,False,False,False,False,annual,True,,,,,,,,,654,2.0,0,127
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-3b98b1,2024-10-10,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive,821,3.0,1,126
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,S-913134,2024-11-29,,Basic,40,760,9120,False,False,False,False,monthly,True,C-06a2e6,2024-10-31,competitor,0.0,True,False,False,too expensive,650,3.0,1,63
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,S-775dd1,2024-09-10,,Pro,19,931,11172,False,False,False,False,monthly,True,C-66b3fa,2024-10-12,pricing,0.0,False,False,False,switched to competitor,565,6.0,1,41
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,S-7018bf,2024-10-17,,Pro,42,2058,24696,False,False,False,False,monthly,False,,,,,,,,,529,5.0,0,120
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,S-39b5ce,2024-12-11,,Enterprise,83,16517,198204,False,False,False,False,annual,True,C-fb2a95,2024-09-26,pricing,0.0,False,False,False,too expensive,414,2.0,1,23
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,True,S-9a410c,2024-12-11,,Pro,46,2254,27048,False,False,True,False,annual,True,C-7f909a,2024-11-26,features,0.0,False,False,False,switched to competitor,477,0.0,1,84
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Pro,12,False,False,S-f9469c,2024-09-04,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,C-e26b7f,2024-12-09,budget,0.0,True,False,False,too expensive,864,4.0,1,96
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,S-00fb6e,2024-10-22,,Basic,13,247,2964,False,False,False,False,monthly,True,C-c5e093,2024-11-13,features,0.0,False,False,True,too expensive,561,4.0,1,68
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,S-39e396,2024-11-29,,Basic,8,152,1824,False,False,False,False,annual,True,,,,,,,,,618,8.0,0,116
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-fa03a5,2024-11-27,,Pro,12,588,7056,False,False,False,False,annual,True,C-f79e5e,2024-09-18,unknown,0.0,False,False,False,switched to competitor,472,4.0,1,8
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,False,S-a67bb7,2024-09-19,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,C-6cbc28,2024-12-05,unknown,0.0,False,False,False,switched to competitor,566,4.0,1,85
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Pro,16,False,False,S-561850,2024-10-23,,Pro,16,784,9408,False,False,False,False,annual,True,C-b3d895,2024-12-27,support,43.6,False,False,False,too expensive,244,2.0,1,107
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,S-f50afe,2024-11-11,,Basic,45,855,10260,False,False,False,False,annual,True,C-f0bd80,2024-11-14,pricing,0.0,False,False,False,,208,6.0,1,63
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,S-f0e458,2024-12-27,,Pro,77,0,0,True,False,False,False,monthly,True,C-ac34ca,2024-12-02,budget,0.0,True,True,False,,369,2.0,1,80
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,S-bcbe03,2024-10-22,,Basic,11,209,2508,False,False,False,False,monthly,False,,,,,,,,,680,4.0,0,108
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,S-4e63e7,2024-10-25,2024-11-24,Enterprise,29,5771,69252,False,False,False,True,annual,True,C-ef9abf,2024-10-07,features,21.61,True,False,False,too expensive,517,3.0,1,22
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,S-29ccb8,2024-12-28,,Basic,25,475,5700,False,False,False,False,annual,True,C-3091b6,2024-10-03,unknown,0.0,False,False,False,,663,1.0,1,17
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,S-dc8c2f,2024-09-21,,Basic,41,779,9348,False,False,False,False,monthly,True,C-d7de9d,2024-12-29,budget,0.0,False,False,False,too expensive,606,7.0,1,104
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,S-bef342,2024-11-26,,Enterprise,87,17313,207756,False,False,False,False,annual,True,C-85e84b,2024-11-25,pricing,0.0,False,False,False,too expensive,587,4.0,1,69
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41,True,False,S-9cb6a7,2024-12-21,,Basic,41,779,9348,False,False,False,False,monthly,True,C-95f56e,2024-10-09,unknown,23.97,True,False,False,switched to competitor,619,1.0,1,21
A-e08cd3,Company_475,FinTech,US,2024-09-21,ads,Pro,67,True,False,S-dc6dfd,2024-09-30,,Pro,67,3283,39396,False,False,False,False,monthly,True,C-108b2a,2024-09-21,competitor,0.0,False,False,False,switched to competitor,432,8.0,1,0
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,S-33e40e,2024-10-10,2024-12-29,Enterprise,2,398,4776,False,False,False,True,annual,True,,,,,,,,,492,5.0,0,100
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,S-b147b9,2024-12-13,,Basic,21,399,4788,False,False,False,False,annual,True,C-2d8e22,2024-10-07,support,0.0,False,False,False,switched to competitor,299,2.0,1,13
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,S-eec4d5,2024-12-10,,Basic,19,361,4332,False,False,False,False,annual,True,C-2fb169,2024-10-09,pricing,2.4,False,False,False,too expensive,519,8.0,1,14
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-65dd83,2024-11-07,,Pro,36,1764,21168,False,False,False,False,annual,True,C-3292be,2024-10-04,support,22.66,False,False,False,switched to competitor,1053,3.0,1,9
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,S-dfe952,2024-09-27,,Basic,33,627,7524,False,False,False,False,monthly,True,C-c82861,2024-10-24,budget,0.0,False,False,False,switched to competitor,295,4.0,1,28
A-b54c01,Company_354,DevTools,US,2024-09-29,event,Enterprise,29,False,False,S-b69d76,2024-10-28,,Pro,29,1421,17052,False,False,False,False,monthly,True,C-515343,2024-10-23,budget,0.0,True,False,False,too expensive,226,5.0,1,24
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-fd648e,2024-10-29,,Pro,37,1813,21756,False,False,False,False,annual,False,C-762dd4,2024-11-30,features,0.0,False,False,False,too expensive,540,5.0,1,59
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,S-c7667c,2024-11-02,,Pro,10,490,5880,False,False,False,False,monthly,True,C-5f450a,2024-12-20,support,0.0,False,False,False,switched to competitor,518,5.0,1,79
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,S-7e7a73,2024-12-20,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,,,,,,,,,565,5.0,0,88
A-9f2731,Company_24,FinTech,IN,2024-10-04,event,Enterprise,1,False,False,S-f639fb,2024-10-12,,Pro,27,0,0,True,False,False,False,monthly,True,C-b3c3ce,2024-10-15,features,0.0,False,False,False,,324,0.0,1,11
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,S-b2c291,2024-12-10,,Enterprise,3,597,7164,False,False,False,False,annual,True,,,,,,,,,531,7.0,0,87
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,S-da198f,2024-11-06,,Basic,51,969,11628,False,False,False,False,annual,True,C-a174be,2024-11-12,budget,0.0,False,False,False,missing features,326,3.0,1,33
A-f9cc74,Company_360,DevTools,FR,2024-10-12,partner,Enterprise,30,True,False,S-7d43e0,2024-10-12,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,,,,,,,,,484,6.0,0,80
A-0be015,Company_454,FinTech,US,2024-10-15,event,Pro,19,False,False,S-f9a56a,2024-11-19,,Basic,24,456,5472,False,False,False,False,monthly,False,C-eb8f3d,2024-12-13,unknown,74.68,False,False,False,too expensive,297,7.0,1,59
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,S-1ebe39,2024-11-02,,Enterprise,19,3781,45372,False,False,False,False,annual,True,C-775d4e,2024-12-25,support,0.0,False,False,False,too expensive,705,4.0,1,70
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,S-faa8ec,2024-12-09,,Basic,11,209,2508,False,False,False,False,monthly,True,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor,535,2.0,1,38
A-c16cf7,Company_377,EdTech,US,2024-10-16,event,Pro,13,True,False,S-f7fa56,2024-10-18,,Pro,13,637,7644,False,False,False,False,monthly,True,C-562e14,2024-11-08,budget,0.0,True,False,False,,577,3.0,1,23
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,S-a54381,2024-12-05,,Basic,34,646,7752,False,False,False,False,monthly,False,C-ae25d5,2024-12-04,pricing,0.0,True,False,False,,208,8.0,1,48
A-d3c88e,Company_490,DevTools,US,2024-10-18,event,Pro,16,False,False,S-80c01c,2024-12-16,,Basic,16,304,3648,False,True,False,False,annual,True,C-22d30d,2024-11-18,support,0.0,False,False,False,too expensive,644,3.0,1,31
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,S-f11653,2024-10-28,,Enterprise,117,23283,279396,False,False,False,False,annual,True,,,,,,,,,488,4.0,0,74
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,S-f25e72,2024-11-13,,Pro,92,4508,54096,False,False,False,False,annual,True,,,,,,,,,626,6.0,0,74
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,S-95cf94,2024-10-24,,Basic,33,627,7524,False,False,False,False,annual,True,,,,,,,,,558,7.0,0,72
A-0354fe,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,S-ab63e3,2024-11-23,,Basic,34,646,7752,False,False,False,False,annual,True,C-ac853d,2024-11-26,support,0.0,False,True,False,switched to competitor,463,4.0,1,35
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,S-78f738,2024-12-29,,Enterprise,170,33830,405960,False,False,True,False,monthly,True,C-5d5a64,2024-12-13,competitor,0.0,False,False,False,switched to competitor,334,5.0,1,52
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,S-755e1b,2024-12-18,,Pro,41,2009,24108,False,False,False,False,annual,True,,,,,,,,,439,3.0,0,70
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,S-d7163c,2024-12-27,,Pro,11,539,6468,False,False,True,False,monthly,True,C-4b071b,2024-11-25,unknown,0.0,True,True,False,missing features,599,5.0,1,34
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,S-8013f6,2024-12-11,2024-12-20,Basic,47,893,10716,False,False,False,True,monthly,True,C-a403fc,2024-11-21,support,0.0,False,False,False,too expensive,189,3.0,1,28
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,S-866608,2024-12-23,,Pro,23,1127,13524,False,False,False,False,annual,True,,,,,,,,,446,1.0,0,67
A-b179bf,Company_348,Cybersecurity,IN,2024-10-27,ads,Basic,43,False,False,S-3eb206,2024-12-24,,Enterprise,43,8557,102684,False,False,False,False,monthly,True,C-c4e0b8,2024-10-31,support,0.0,False,False,False,too expensive,398,6.0,1,4
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-d925e2,2024-12-16,,Pro,35,1715,20580,False,False,False,False,annual,True,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive,579,7.0,1,62
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-06770c,2024-11-15,,Basic,81,1539,18468,False,False,False,False,monthly,True,,,,,,,,,647,5.0,0,65
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,S-7d9605,2024-11-16,,Basic,33,0,0,True,False,False,False,annual,False,,,,,,,,,207,6.0,0,65
A-0f7d77,Company_457,FinTech,IN,2024-10-28,partner,Pro,3,False,False,S-c10f0c,2024-11-11,,Basic,6,114,1368,False,False,False,False,monthly,False,C-75fdd6,2024-11-09,competitor,0.0,False,False,True,missing features,298,5.0,1,12
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,S-bba658,2024-12-17,,Basic,17,323,3876,False,False,False,False,monthly,False,,,,,,,,,339,8.0,0,64
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,S-f6f848,2024-12-28,,Pro,6,294,3528,False,False,False,False,annual,True,C-d47c85,2024-12-17,support,0.0,False,False,False,switched to competitor,489,4.0,1,47
A-700ade,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False,S-aadf83,2024-11-20,2024-12-04,Enterprise,9,1791,21492,False,False,False,True,annual,True,,,,,,,,,284,4.0,0,61
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,other,Pro,32,False,False,S-3fb8f4,2024-12-28,,Enterprise,32,6368,76416,False,False,False,False,annual,False,C-d9a1f3,2024-12-17,budget,0.0,False,False,False,,369,1.0,1,47
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,S-79ba6e,2024-11-14,,Enterprise,24,0,0,True,False,False,False,annual,True,C-151fb1,2024-12-19,support,0.0,True,False,True,missing features,567,8.0,1,48
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,S-6da42f,2024-11-30,,Pro,25,1225,14700,False,True,True,False,monthly,True,C-70de89,2024-12-22,pricing,46.49,False,False,False,switched to competitor,768,0.0,1,50
A-5c9849,Company_362,EdTech,IN,2024-11-03,partner,Basic,19,False,False,S-771f7b,2024-11-30,,Enterprise,62,12338,148056,False,False,False,False,annual,True,C-49de12,2024-11-13,unknown,0.0,False,True,False,too expensive,473,4.0,1,10
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,S-b112eb,2024-12-19,,Basic,53,1007,12084,False,False,False,False,monthly,True,C-48f456,2024-11-28,features,0.0,False,False,False,missing features,773,3.0,1,24
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,S-6e5a3d,2024-11-23,,Pro,41,2009,24108,False,False,False,False,annual,True,C-b6bc5f,2024-11-23,competitor,0.0,False,True,True,switched to competitor,405,3.0,1,18
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,S-3663bb,2024-12-19,,Enterprise,5,0,0,True,False,False,False,monthly,True,,,,,,,,,537,7.0,0,56
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,S-ed9451,2024-12-17,2024-12-17,Pro,50,2450,29400,False,False,False,True,annual,True,C-ebc01c,2024-12-07,features,0.0,False,True,False,switched to competitor,507,3.0,1,31
A-5fe118,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,S-e1081c,2024-12-05,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,C-190a42,2024-12-16,features,114.86,False,False,False,,233,1.0,1,39
A-d26ab4,Company_497,DevTools,UK,2024-11-07,organic,Basic,9,False,True,S-cc964d,2024-11-21,,Basic,15,0,0,True,False,False,False,annual,True,C-92da55,2024-12-26,pricing,86.02,False,False,False,too expensive,458,2.0,1,49
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,S-a83bc2,2024-11-25,,Basic,25,475,5700,False,False,False,False,monthly,False,C-bd5b55,2024-12-24,budget,0.0,False,False,False,switched to competitor,633,4.0,1,46
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-39bb68,2024-11-23,,Basic,59,1121,13452,False,False,False,False,monthly,True,,,,,,,,,562,2.0,0,53
A-db5e9e,Company_442,DevTools,US,2024-11-09,partner,Basic,4,False,False,S-c696fa,2024-11-12,,Basic,9,171,2052,False,False,False,False,monthly,True,C-5f43c3,2024-12-29,pricing,0.0,False,False,False,missing features,586,2.0,1,50
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,S-2b2532,2024-12-25,,Enterprise,24,4776,57312,False,False,False,False,monthly,False,,,,,,,,,292,5.0,0,51
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,S-c53808,2024-12-08,,Pro,12,588,7056,False,False,False,False,monthly,True,C-af7968,2024-11-21,pricing,0.0,True,False,False,missing features,696,6.0,1,11
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,S-c25d2f,2024-12-12,2024-12-27,Enterprise,32,6368,76416,False,False,False,True,annual,True,,,,,,,,,337,3.0,0,50
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,S-151b22,2024-12-18,,Basic,9,171,2052,False,False,False,False,annual,True,C-05bc56,2024-11-17,features,0.0,False,True,True,missing features,595,4.0,1,5
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,S-9e74ba,2024-12-06,,Enterprise,80,0,0,True,False,False,False,annual,True,,,,,,,,,412,3.0,0,48
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,S-8dfd77,2024-12-25,,Pro,20,980,11760,False,True,False,False,annual,False,C-248550,2024-12-25,competitor,0.0,False,False,False,missing features,393,2.0,1,41
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,S-cd0f21,2024-12-08,,Enterprise,49,9751,117012,False,True,True,False,annual,True,C-736efa,2024-12-06,unknown,0.0,False,False,False,,421,5.0,1,21
